ted Kingdom
S0065022,P0065,Synthetic fixture product,6,2023-09-01 10:00:00,25.07,SYN0065,France
S0011013,P0011,Synthetic fixture product,2,2023-09-01 10:00:00,17.85,SYN0011,Netherlands
S0098019,P0018,Synthetic fixture product,6,2023-09-01 10:00:00,28.02,SYN0098,Germany
S0106011,P0026,Synthetic fixture product,3,2023-09-01 10:00:00,11.61,SYN0106,Germany
S0051009,P0051,Synthetic fixture product,2,2023-09-01 10:00:00,9.86,SYN0051,Netherlands
S0064024,P0064,Synthetic fixture product,1,2023-09-01 10:00:00,18.38,SYN0064,United Kingdom
S0008015,P0021,Synthetic fixture product,3,2023-09-01 11:00:00,21.32,SYN0008,United Kingdom
S0064024,P0077,Synthetic fixture product,5,2023-09-01 11:00:00,27.58,SYN0064,United Kingdom
S0008015,P0034,Synthetic fixture product,1,2023-09-01 12:00:00,20.89,SYN0008,United Kingdom
S0032028,P0032,Synthetic fixture product,1,2023-09-02 10:00:00,26.0,SYN0032,United Kingdom
S0043011,P0043,Synthetic fixture product,6,2023-09-02 10:00:00,15.66,SYN0043,Netherlands
S0038015,P0038,Synthetic fixture product,2,2023-09-02 10:00:00,12.15,SYN0038,Germany
S0026007,P0026,Synthetic fixture product,5,2023-09-02 10:00:00,16.4,SYN0026,Germany
S0108011,P0028,Synthetic fixture product,6,2023-09-02 10:00:00,11.3,SYN0108,United Kingdom
S0038015,P0051,Synthetic fixture product,3,2023-09-02 11:00:00,15.66,SYN0038,Germany
S0108011,P0041,Synthetic fixture product,1,2023-09-02 11:00:00,14.76,SYN0108,United Kingdom
S0108011,P0054,Synthetic fixture product,5,2023-09-02 12:00:00,15.01,SYN0108,United Kingdom
S0038015,P0064,Synthetic fixture product,1,2023-09-02 12:00:00,12.77,SYN0038,Germany
S0105012,P0025,Synthetic fixture product,5,2023-09-03 10:00:00,13.9,SYN0105,France
S0001029,P0001,Synthetic fixture product,4,2023-09-03 10:00:00,8.09,SYN0001,France
S0070015,P0070,Synthetic fixture product,1,2023-09-03 10:00:00,7.5,SYN0070,Germany
S0037017,P0037,Synthetic fixture product,3,2023-09-03 10:00:00,9.6,SYN0037,France
S0069016,P0069,Synthetic fixture product,1,2023-09-03 10:00:00,9.68,SYN0069,France
S0089006,P0009,Synthetic fixture product,1,2023-09-03 10:00:00,9.67,SYN0089,France
S0077011,P0077,Synthetic fixture product,5,2023-09-03 10:00:00,15.31,SYN0077,France
S0063029,P0063,Synthetic fixture product,5,2023-09-03 10:00:00,16.94,SYN0063,Netherlands
S0095024,P0015,Synthetic fixture product,2,2023-09-03 10:00:00,24.29,SYN0095,Netherlands
S0111009,P0031,Synthetic fixture product,4,2023-09-03 10:00:00,17.93,SYN0111,Netherlands
S0089006,P0022,Synthetic fixture product,2,2023-09-03 11:00:00,11.06,SYN0089,France
S0070015,P0003,Synthetic fixture product,5,2023-09-03 11:00:00,13.83,SYN0070,Germany
S0077011,P0010,Synthetic fixture product,2,2023-09-03 11:00:00,13.52,SYN0077,France
S0069016,P0002,Synthetic fixture product,4,2023-09-03 11:00:00,12.36,SYN0069,France
S0063029,P0076,Synthetic fixture product,2,2023-09-03 11:00:00,18.33,SYN0063,Netherlands
S0095024,P0028,Synthetic fixture product,5,2023-09-03 11:00:00,20.17,SYN0095,Netherlands
S0089006,P0035,Synthetic fixture product,4,2023-09-03 12:00:00,10.46,SYN0089,France
S0095024,P0041,Synthetic fixture product,1,2023-09-03 12:00:00,18.18,SYN0095,Netherlands
S0063029,P0009,Synthetic fixture product,4,2023-09-03 12:00:00,18.45,SYN0063,Netherlands
S0094029,P0014,Synthetic fixture product,3,2023-09-04 10:00:00,20.86,SYN0094,Germany
S0002025,P0002,Synthetic fixture product,6,2023-09-04 10:00:00,12.95,SYN0002,Germany
S0117007,P0037,Synthetic fixture product,5,2023-09-04 10:00:00,32.03,SYN0117,France
S0093033,P0013,Synthetic fixture product,1,2023-09-04 10:00:00,17.53,SYN0093,France
S0005019,P0005,Synthetic fixture product,2,2023-09-04 10:00:00,12.85,SYN0005,France
S0119007,P0039,Synthetic fixture product,4,2023-09-04 10:00:00,6.47,SYN0119,Netherlands
S0019009,P0019,Synthetic fixture product,3,2023-09-04 10:00:00,10.74,SYN0019,Netherlands
S0062033,P0062,Synthetic fixture product,1,2023-09-04 10:00:00,20.03,SYN0062,Germany
S0071015,P0071,Synthetic fixture product,3,2023-09-04 10:00:00,11.8,SYN0071,Netherlands
S0028006,P0028,Synthetic fixture product,6,2023-09-04 10:00:00,17.37,SYN0028,United Kingdom
S0019009,P0032,Synthetic fixture product,1,2023-09-04 11:00:00,13.95,SYN0019,Netherlands
S0028006,P0041,Synthetic fixture product,6,2023-09-04 11:00:00,21.53,SYN0028,United Kingdom
S0071015,P0004,Synthetic fixture product,2,2023-09-04 11:00:00,11.33,SYN0071,Netherlands
S0062033,P0075,Synthetic fixture product,6,2023-09-04 11:00:00,14.74,SYN0062,Germany
S0117007,P0050,Synthetic fixture product,4,2023-09-04 11:00:00,26.88,SYN0117,France
S0062033,P0008,Synthetic fixture product,3,2023-09-04 12:00:00,15.34,SYN0062,Germany
S0071015,P0017,Synthetic fixture product,5,2023-09-04 12:00:00,13.2,SYN0071,Netherlands
S0044012,P0044,Synthetic fixture product,5,2023-09-05 10:00:00,14.69,SYN0044,United Kingdom
S0036019,P0036,Synthetic fixture product,2,2023-09-05 10:00:00,12.35,SYN0036,United Kingdom
S0018009,P0018,Synthetic fixture product,1,2023-09-05 10:00:00,11.31,SYN0018,Germany
S0035019,P0035,Synthetic fixture product,6,2023-09-05 10:00:00,7.02,SYN0035,Netherlands
S0054008,P0054,Synthetic fixture product,1,2023-09-05 10:00:00,8.54,SYN0054,Germany
S0007015,P0007,Synthetic fixture product,3,2023-09-05 10:00:00,12.24,SYN0007,Netherlands
S0054008,P0067,Synthetic fixture product,6,2023-09-05 11:00:00,10.41,SYN0054,Germany
S0044012,P0057,Synthetic fixture product,2,2023-09-05 11:00:00,13.17,SYN0044,United Kingdom
S0036019,P0049,Synthetic fixture product,5,2023-09-05 11:00:00,13.43,SYN0036,United Kingdom
S0007015,P0020,Synthetic fixture product,1,2023-09-05 11:00:00,18.11,SYN0007,Netherlands
S0044012,P0070,Synthetic fixture product,2,2023-09-05 12:00:00,21.34,SYN0044,United Kingdom
S0054008,P0000,Synthetic fixture product,1,2023-09-05 12:00:00,13.1,SYN0054,Germany
S0066022,P0066,Synthetic fixture product,1,2023-09-06 10:00:00,21.62,SYN0066,Germany
S0003021,P0003,Synthetic fixture product,3,2023-09-06 10:00:00,9.38,SYN0003,Netherlands
S0031030,P0031,Synthetic fixture product,1,2023-09-06 10:00:00,29.69,SYN0031,Netherlands
S0066022,P0079,Synthetic fixture product,2,2023-09-06 11:00:00,26.55,SYN0066,Germany
S0031030,P0044,Synthetic fixture product,4,2023-09-06 11:00:00,22.97,SYN0031,Netherlands
S0045010,P0045,Synthetic fixture product,5,2023-09-07 10:00:00,19.13,SYN0045,France
S0101016,P0021,Synthetic fixture product,4,2023-09-07 10:00:00,22.0,SYN0101,France
S0000035,P0000,Synthetic fixture product,2,2023-09-07 10:00:00,9.61,SYN0000,United Kingdom
S0104013,P0024,Synthetic fixture product,4,2023-09-07 10:00:00,8.83,SYN0104,United Kingdom
S0046010,P0046,Synthetic fixture product,6,2023-09-07 10:00:00,22.72,SYN0046,Germany
S0033024,P0033,Synthetic fixture product,4,2023-09-07 10:00:00,21.15,SYN0033,France
S0012011,P0012,Synthetic fixture product,3,2023-09-07 10:00:00,17.36,SYN0012,United Kingdom
S0096021,P0016,Synthetic fixture product,1,2023-09-07 10:00:00,17.13,SYN0096,United Kingdom
S0049009,P0049,Synthetic fixture product,4,2023-09-07 10:00:00,25.29,SYN0049,France
S0012011,P0025,Synthetic fixture product,4,2023-09-07 11:00:00,18.05,SYN0012,United Kingdom
S0045010,P0058,Synthetic fixture product,5,2023-09-07 11:00:00,16.09,SYN0045,France
S0000035,P0013,Synthetic fixture product,5,2023-09-07 11:00:00,8.12,SYN0000,United Kingdom
S0046010,P0059,Synthetic fixture product,4,2023-09-07 11:00:00,19.38,SYN0046,Germany
S0049009,P0062,Synthetic fixture product,3,2023-09-07 11:00:00,21.16,SYN0049,France
S0046010,P0072,Synthetic fixture product,3,2023-09-07 12:00:00,27.04,SYN0046,Germany
S0000035,P0026,Synthetic fixture product,5,2023-09-07 12:00:00,6.14,SYN0000,United Kingdom
S0012011,P0038,Synthetic fixture product,4,2023-09-07 12:00:00,17.61,SYN0012,United Kingdom
S0034022,P0034,Synthetic fixture product,5,2023-09-08 10:00:00,10.08,SYN0034,Germany
S0006019,P0006,Synthetic fixture product,6,2023-09-08 10:00:00,14.04,SYN0006,Germany
S0047010,P0047,Synthetic fixture product,2,2023-09-08 10:00:00,28.78,SYN0047,Netherlands
S0039016,P0039,Synthetic fixture product,5,2023-09-08 10:00:00,14.74,SYN0039,Netherlands
S0081009,P0001,Synthetic fixture product,4,2023-09-08 10:00:00,28.17,SYN0081,France
S0016010,P0016,Synthetic fixture product,3,2023-09-08 10:00:00,32.74,SYN0016,United Kingdom
S0107011,P0027,Synthetic fixture product,5,2023-09-08 10:00:00,16.73,SYN0107,Netherlands
S0034022,P0047,Synthetic fixture product,5,2023-09-08 11:00:00,8.97,SYN0034,Germany
S0039016,P0052,Synthetic fixture product,4,2023-09-08 11:00:00,15.38,SYN0039,Netherlands
S0006019,P0019,Synthetic fixture product,1,2023-09-08 11:00:00,19.21,SYN0006,Germany
S0016010,P0029,Synthetic fixture product,1,2023-09-08 11:00:00,30.34,SYN0016,United Kingdom
S0107011,P0040,Synthetic fixture product,3,2023-09-08 11:00:00,9.78,SYN0107,Netherlands
S0016010,P0042,Synthetic fixture product,4,2023-09-08 12:00:00,19.66,SYN0016,United Kingdom
S0034022,P0060,Synthetic fixture product,4,2023-09-08 12:00:00,6.15,SYN0034,Germany
S0097019,P0017,Synthetic fixture product,2,2023-09-09 10:00:00,17.19,SYN0097,France
S0099018,P0019,Synthetic fixture product,1,2023-09-09 10:00:00,23.4,SYN0099,Netherlands
S0022008,P0022,Synthetic fixture product,4,2023-09-09 10:00:00,13.0,SYN0022,Germany
S0097019,P0030,Synthetic fixture product,4,2023-09-09 11:00:00,22.13,SYN0097,France
S0097019,P0043,Synthetic fixture product,5,2023-09-09 12:00:00,20.08,SYN0097,France
S0014010,P0014,Synthetic fixture product,5,2023-09-10 10:00:00,21.07,SYN0014,Germany
S0009014,P0009,Synthetic fixture product,3,2023-09-10 10:00:00,15.52,SYN0009,France
S0050009,P0050,Synthetic fixture product,1,2023-09-10 10:00:00,29.95,SYN0050,Germany
S0032029,P0032,Synthetic fixture product,4,2023-09-10 10:00:00,22.82,SYN0032,United Kingdom
S0100016,P0020,Synthetic fixture product,1,2023-09-10 10:00:00,31.26,SYN0100,United Kingdom
S0064025,P0064,Synthetic fixture product,5,2023-09-10 10:00:00,17.64,SYN0064,United Kingdom
S0040014,P0040,Synthetic fixture product,4,2023-09-10 10:00:00,18.22,SYN0040,United Kingdom
S0050009,P0063,Synthetic fixture product,4,2023-09-10 11:00:00,25.12,SYN0050,Germany
S0032029,P0045,Synthetic fixture product,4,2023-09-10 11:00:00,18.57,SYN0032,United Kingdom
S0064025,P0077,Synthetic fixture product,2,2023-09-10 11:00:00,15.95,SYN0064,United Kingdom
S0100016,P0033,Synthetic fixture product,6,2023-09-10 11:00:00,19.63,SYN0100,United Kingdom
S0009014,P0022,Synthetic fixture product,1,2023-09-10 11:00:00,18.48,SYN0009,France
S0100016,P0046,Synthetic fixture product,5,2023-09-10 12:00:00,28.74,SYN0100,United Kingdom
S0009014,P0035,Synthetic fixture product,3,2023-09-10 12:00:00,21.96,SYN0009,France
S0050009,P0076,Synthetic fixture product,4,2023-09-10 12:00:00,27.17,SYN0050,Germany
S0064025,P0010,Synthetic fixture product,5,2023-09-10 12:00:00,21.33,SYN0064,United Kingdom
S0093034,P0013,Synthetic fixture product,2,2023-09-11 10:00:00,14.48,SYN0093,France
S0073013,P0073,Synthetic fixture product,2,2023-09-11 10:00:00,13.97,SYN0073,France
S0001030,P0001,Synthetic fixture product,1,2023-09-11 10:00:00,7.27,SYN0001,France
S0023007,P0023,Synthetic fixture product,5,2023-09-11 10:00:00,13.31,SYN0023,Netherlands
S0004022,P0004,Synthetic fixture product,3,2023-09-11 10:00:00,10.45,SYN0004,United Kingdom
S0062034,P0062,Synthetic fixture product,3,2023-09-11 10:00:00,19.74,SYN0062,Germany
S0065023,P0065,Synthetic fixture product,1,2023-09-11 10:00:00,15.88,SYN0065,France
S0063030,P0063,Synthetic fixture product,2,2023-09-11 10:00:00,15.16,SYN0063,Netherlands
S0067019,P0067,Synthetic fixture product,4,2023-09-11 10:00:00,32.01,SYN0067,Netherlands
S0001030,P0014,Synthetic fixture product,3,2023-09-11 11:00:00,6.43,SYN0001,France
S0065023,P0078,Synthetic fixture product,4,2023-09-11 11:00:00,26.53,SYN0065,France
S0073013,P0006,Synthetic fixture product,6,2023-09-11 11:00:00,9.12,SYN0073,France
S0004022,P0017,Synthetic fixture product,6,2023-09-11 11:00:00,13.76,SYN0004,United Kingdom
S0067019,P0000,Synthetic fixture product,3,2023-09-11 11:00:00,22.77,SYN0067,Netherlands
S0093034,P0026,Synthetic fixture product,1,2023-09-11 11:00:00,14.63,SYN0093,France
S0073013,P0019,Synthetic fixture product,1,2023-09-11 12:00:00,13.75,SYN0073,France
S0067019,P0013,Synthetic fixture product,4,2023-09-11 12:00:00,27.56,SYN0067,Netherlands
S0004022,P0030,Synthetic fixture product,6,2023-09-11 12:00:00,13.85,SYN0004,United Kingdom
S0094030,P0014,Synthetic fixture product,6,2023-09-12 10:00:00,19.73,SYN0094,Germany
S0095025,P0015,Synthetic fixture product,3,2023-09-12 10:00:00,20.89,SYN0095,Netherlands
S0048010,P0048,Synthetic fixture product,6,2023-09-12 10:00:00,17.87,SYN0048,United Kingdom
S0084008,P0004,Synthetic fixture product,3,2023-09-12 10:00:00,31.0,SYN0084,United Kingdom
S0076012,P0076,Synthetic fixture product,2,2023-09-12 10:00:00,20.31,SYN0076,United Kingdom
S0076012,P0009,Synthetic fixture product,1,2023-09-12 11:00:00,18.6,SYN0076,United Kingdom
S0094030,P0027,Synthetic fixture product,4,2023-09-12 11:00:00,22.66,SYN0094,Germany
S0048010,P0061,Synthetic fixture product,4,2023-09-12 11:00:00,24.8,SYN0048,United Kingdom
S0084008,P0017,Synthetic fixture product,5,2023-09-12 11:00:00,28.48,SYN0084,United Kingdom
S0084008,P0030,Synthetic fixture product,1,2023-09-12 12:00:00,23.42,SYN0084,United Kingdom
S0068019,P0068,Synthetic fixture product,2,2023-09-13 10:00:00,10.24,SYN0068,United Kingdom
S0031031,P0031,Synthetic fixture product,6,2023-09-13 10:00:00,24.67,SYN0031,Netherlands
S0079010,P0079,Synthetic fixture product,6,2023-09-13 10:00:00,26.3,SYN0079,Netherlands
S0002026,P0002,Synthetic fixture product,6,2023-09-13 10:00:00,7.85,SYN0002,Germany
S0098020,P0018,Synthetic fixture product,2,2023-09-13 10:00:00,19.09,SYN0098,Germany
S0098020,P0031,Synthetic fixture product,1,2023-09-13 11:00:00,27.73,SYN0098,Germany
S0031031,P0044,Synthetic fixture product,4,2023-09-13 11:00:00,26.76,SYN0031,Netherlands
S0079010,P0012,Synthetic fixture product,5,2023-09-13 11:00:00,19.21,SYN0079,Netherlands
S0002026,P0015,Synthetic fixture product,4,2023-09-13 11:00:00,11.12,SYN0002,Germany
S0079010,P0025,Synthetic fixture product,5,2023-09-13 12:00:00,18.27,SYN0079,Netherlands
S0031031,P0057,Synthetic fixture product,1,2023-09-13 12:00:00,23.34,SYN0031,Netherlands
S0000036,P0000,Synthetic fixture product,2,2023-09-14 10:00:00,10.65,SYN0000,United Kingdom
S0075012,P0075,Synthetic fixture product,4,2023-09-14 10:00:00,11.87,SYN0075,Netherlands
S0042013,P0042,Synthetic fixture product,1,2023-09-14 10:00:00,14.0,SYN0042,Germany
S0112009,P0032,Synthetic fixture product,1,2023-09-14 10:00:00,23.54,SYN0112,United Kingdom
S0042013,P0055,Synthetic fixture product,2,2023-09-14 11:00:00,12.76,SYN0042,Germany
S0112009,P0045,Synthetic fixture product,3,2023-09-14 11:00:00,21.86,SYN0112,United Kingdom
S0058007,P0058,Synthetic fixture product,3,2023-09-15 10:00:00,16.01,SYN0058,Germany
S0074013,P0074,Synthetic fixture product,2,2023-09-15 10:00:00,11.42,SYN0074,Germany
S0013011,P0013,Synthetic fixture product,1,2023-09-15 10:00:00,19.89,SYN0013,France
S0058007,P0071,Synthetic fixture product,4,2023-09-15 11:00:00,13.57,SYN0058,Germany
S0058007,P0004,Synthetic fixture product,6,2023-09-15 12:00:00,15.97,SYN0058,Germany
S0052009,P0052,Synthetic fixture product,6,2023-09-16 10:00:00,11.51,SYN0052,United Kingdom
S0038016,P0038,Synthetic fixture product,5,2023-09-16 10:00:00,11.49,SYN0038,Germany
S0029006,P0029,Synthetic fixture product,2,2023-09-16 10:00:00,16.64,SYN0029,France
S0053008,P0053,Synthetic fixture product,5,2023-09-16 10:00:00,7.03,SYN0053,France
S0103014,P0023,Synthetic fixture product,6,2023-09-16 10:00:00,7.27,SYN0103,Netherlands
S0033025,P0033,Synthetic fixture product,6,2023-09-16 10:00:00,31.24,SYN0033,France
S0072013,P0072,Synthetic fixture product,3,2023-09-16 10:00:00,10.44,SYN0072,United Kingdom
S0008016,P0008,Synthetic fixture product,6,2023-09-16 10:00:00,12.32,SYN0008,United Kingdom
S0005020,P0005,Synthetic fixture product,6,2023-09-16 10:00:00,16.32,SYN0005,France
S0082008,P0002,Synthetic fixture product,4,2023-09-16 10:00:00,19.63,SYN0082,Germany
S0003022,P0003,Synthetic fixture product,6,2023-09-16 10:00:00,10.14,SYN0003,Netherlands
S0102015,P0022,Synthetic fixture product,4,2023-09-16 10:00:00,5.94,SYN0102,Germany
S0035020,P0035,Synthetic fixture product,4,2023-09-16 10:00:00,12.27,SYN0035,Netherlands
S0037018,P0037,Synthetic fixture product,5,2023-09-16 10:00:00,11.98,SYN0037,France
S0053008,P0066,Synthetic fixture product,3,2023-09-16 11:00:00,10.55,SYN0053,France
S0072013,P0005,Synthetic fixture product,5,2023-09-16 11:00:00,13.94,SYN0072,United Kingdom
S0003022,P0016,Synthetic fixture product,4,2023-09-16 11:00:00,7.98,SYN0003,Netherlands
S0035020,P0048,Synthetic fixture product,6,2023-09-16 11:00:00,8.28,SYN0035,Netherlands
S0052009,P0065,Synthetic fixture product,3,2023-09-16 11:00:00,10.93,SYN0052,United Kingdom
S0037018,P0050,Synthetic fixture product,5,2023-09-16 11:00:00,10.24,SYN0037,France
S0029006,P0042,Synthetic fixture product,4,2023-09-16 11:00:00,25.13,SYN0029,France
S0005020,P0018,Synthetic fixture product,4,2023-09-16 11:00:00,14.15,SYN0005,France
S0033025,P0046,Synthetic fixture product,4,2023-09-16 11:00:00,24.33,SYN0033,France
S0029006,P0055,Synthetic fixture product,3,2023-09-16 12:00:00,24.11,SYN0029,France
S0096022,P0016,Synthetic fixture product,3,2023-09-17 10:00:00,14.16,SYN0096,United Kingdom
S0041015,P0041,Synthetic fixture product,6,2023-09-17 10:00:00,14.91,SYN0041,France
S0083008,P0003,Synthetic fixture product,6,2023-09-17 10:00:00,31.39,SYN0083,Netherlands
S0036020,P0036,Synthetic fixture product,3,2023-09-17 10:00:00,7.23,SYN0036,United Kingdom
S0010015,P0010,Synthetic fixture product,1,2023-09-17 10:00:00,19.59,SYN0010,Germany
S0021008,P0021,Synthetic fixture product,4,2023-09-17 10:00:00,16.37,SYN0021,France
S0116008,P0036,Synthetic fixture product,6,2023-09-17 10:00:00,19.51,SYN0116,United Kingdom
S0066023,P0066,Synthetic fixture product,3,2023-09-17 10:00:00,17.6,SYN0066,Germany
S0021008,P0034,Synthetic fixture product,1,2023-09-17 11:00:00,9.16,SYN0021,France
S0010015,P0023,Synthetic fixture product,1,2023-09-17 11:00:00,15.22,SYN0010,Germany
S0096022,P0029,Synthetic fixture product,2,2023-09-17 11:00:00,15.64,SYN0096,United Kingdom
S0036020,P0049,Synthetic fixture product,6,2023-09-17 11:00:00,9.82,SYN0036,United Kingdom
S0083008,P0016,Synthetic fixture product,1,2023-09-17 11:00:00,23.56,SYN0083,Netherlands
S0116008,P0049,Synthetic fixture product,2,2023-09-17 11:00:00,27.85,SYN0116,United Kingdom
S0041015,P0054,Synthetic fixture product,2,2023-09-17 11:00:00,18.32,SYN0041,France
S0066023,P0079,Synthetic fixture product,3,2023-09-17 11:00:00,17.28,SYN0066,Germany
S0036020,P0062,Synthetic fixture product,1,2023-09-17 12:00:00,7.56,SYN0036,United Kingdom
S0041015,P0067,Synthetic fixture product,5,2023-09-17 12:00:00,15.26,SYN0041,France
S0021008,P0047,Synthetic fixture product,3,2023-09-17 12:00:00,10.3,SYN0021,France
S0066023,P0012,Synthetic fixture product,6,2023-09-17 12:00:00,19.17,SYN0066,Germany
S0032030,P0032,Synthetic fixture product,4,2023-09-18 10:00:00,28.01,SYN0032,United Kingdom
S0093035,P0013,Synthetic fixture product,6,2023-09-18 10:00:00,16.36,SYN0093,France
S0055007,P0055,Synthetic fixture product,4,2023-09-18 10:00:00,9.78,SYN0055,Netherlands
S0056007,P0056,Synthetic fixture product,6,2023-09-18 10:00:00,14.94,SYN0056,United Kingdom
S0070016,P0070,Synthetic fixture product,2,2023-09-18 10:00:00,8.27,SYN0070,Germany
S0062035,P0062,Synthetic fixture product,6,2023-09-18 10:00:00,13.95,SYN0062,Germany
S0088007,P0008,Synthetic fixture product,2,2023-09-18 10:00:00,11.6,SYN0088,United Kingdom
